transaction_id,customer_id,product_id,transaction_date,transaction_amount,quantity,payment_method,status,region,sales_rep_id
TXN_01636,CUST_1272,PROD_0727,12/26/2025,$215.89,3,Credit Card,Completed,South,REP_104
TXN_01637,CUST_0482,PROD_0507,2024.05.25,1450.84,10,PayPal,Completed,East,REP_057
TXN_01638,CUST_1336,PROD_0529,10-May-2023,2259.12,2,Credit Card,Cancelled,West,REP_055
TXN_01639,CUST_1468,PROD_0265,10/22/2025,"2,058.82",3,PayPal,Completed,East,REP_116
TXN_01640,CUST_0283,PROD_0626,11-Jan-2024,953.39,3,Crypto,Completed,,REP_172
TXN_01641,CUST_1026,PROD_0292,06-Jan-2023,$395.57,1,PayPal,Completed,South,REP_128
TXN_01642,CUST_0074,PROD_0464,2024.10.13,$564.99,1,PayPal,Completed,,REP_156
TXN_01643,CUST_1088,PROD_0560,2025.01.01,687.52,1,Crypto,Pending,NORTH,REP_165
TXN_01644,CUST_0773,PROD_0097,2023.05.18,$345.53,1,Credit Card,Completed,SOUTH,REP_151
TXN_01645,CUST_0347,PROD_0095,09/04/2024,794.87,1,Bank Transfer,Refunded,east,REP_077
TXN_01646,CUST_0324,PROD_0326,18-Sep-2023,528.88,1,Bank Transfer,Complted,West,REP_069
TXN_01647,CUST_0239,PROD_0074,2023-01-11,$690.83,1,PayPal,Completed,North,REP_058
TXN_01648,CUST_1421,PROD_0336,2025.09.18,597.13,1,PayPal,Refunded,South,REP_160
TXN_01649,CUST_0337,PROD_0068,2025-12-16,10032.76,10,Crypto,Completed,East,REP_085
TXN_01650,CUST_0341,PROD_0758,2025-10-18,839.96,1,Credit Card,Completed,East,REP_069
TXN_01651,CUST_1303,PROD_0077,2023.10.05,"1,147.67",2,Bank Transfer,Pending,North,REP_101
TXN_01652,CUST_1377,PROD_0208,06/01/2024,"1,179.86",2,Bank Transfer,Completed,North,REP_036
TXN_01653,CUST_0946,PROD_0766,10/22/2023,"$1,605.38",2,Crypto,Completed,SOUTH,REP_160
TXN_01654,CUST_0892,PROD_0221,13-Dec-2024,544.02,1,Crypto,Completed,,REP_187
TXN_01655,CUST_1487,PROD_0262,2025.11.21,711.09,1,Bank Transfer,Completed,West,REP_128
TXN_01656,CUST_0462,PROD_0410,2024.11.10,205.07,1,Credit Card,Completed,North,REP_188
TXN_01657,CUST_1737,PROD_0331,07-Dec-2024,$328.48,1,Credit Card,Cancelled,North,REP_087
TXN_01658,CUST_1317,PROD_0344,2025.05.14,460.05,1,Credit Card,Completed,East,REP_074
TXN_01659,CUST_0798,PROD_0771,2023-09-25,"$1,108.48",2,PayPal,Completed,West,REP_093
TXN_01660,CUST_0733,PROD_0074,01/21/2025,1381.65,2,Credit Card,Completed,South,REP_155
TXN_01661,BAD_CUST_202,PROD_0637,2024.10.14,$711.69,2,PayPal,Completed,West,REP_099
TXN_01662,CUST_0162,PROD_0700,2023-01-04,$172.66,1,PayPal,Completed,,REP_024
TXN_01663,CUST_1527,PROD_0254,12-Jul-2023,$738.46,1,Crypto,Completed,East,REP_087
TXN_01664,CUST_0448,PROD_0747,01/08/2023,"2,021.64",4,PayPal,Completed,NORTH,REP_067
TXN_01665,CUST_1719,PROD_0762,2024.11.09,779.42,1,PayPal,Completed,North,REP_164
TXN_01666,CUST_1479,PROD_0332,10/13/2025,"1,159.05",3,Crypto,Completed,North,REP_142
TXN_01667,CUST_1909,PROD_0398,2025-06-14,$654.74,3,Credit Card,Completed,,REP_068
TXN_01668,CUST_0265,PROD_0345,2024.06.06,143.69,1,Credit Card,Completed,North,REP_172
TXN_01669,CUST_1010,PROD_0584,11/05/2023,577.80,1,Bank Transfer,Pending,West,REP_176
TXN_01670,CUST_0132,PROD_0747,2023.02.11,505.41,1,Bank Transfer,Completed,WEST,REP_106
TXN_01671,CUST_1858,PROD_0668,28-Jul-2025,292.87,1,PayPal,Completed,North,REP_119
TXN_01672,CUST_0120,PROD_0455,2024.07.25,481.56,1,Bank Transfer,Completed,west,REP_032
TXN_01673,CUST_1916,PROD_0115,20-Oct-2023,$840.01,1,Crypto,Completed,SOUTH,REP_120
TXN_01674,CUST_1243,PROD_0313,21-Oct-2023,1051.69,1,Bank Transfer,Refunded,North,REP_145
TXN_01675,CUST_1441,PROD_0228,08/26/2024,319.38,2,Bank Transfer,Completed,South,REP_185
TXN_01676,CUST_0672,PROD_0245,2024-11-16,2126.94,4,PayPal,Completed,,REP_167
TXN_01677,CUST_0505,PROD_0526,10-Sep-2024,707.04,1,Crypto,Completed,South,REP_160
TXN_01678,CUST_1324,PROD_0528,2024-06-20,,10,Bank Transfer,Completed,South,REP_196
TXN_01679,CUST_0109,PROD_0427,06-Nov-2024,"9,676.01",10,Credit Card,Completed,South,REP_130
TXN_01680,CUST_1262,PROD_0042,2023.12.08,"$5,480.21",10,Crypto,Cancelled,West,REP_078
TXN_01681,CUST_0293,PROD_0465,2024.10.05,855.19,4,Crypto,Completed,South,REP_170
TXN_01682,CUST_0988,PROD_0622,11/07/2025,,1,PayPal,Pending,EAST,REP_038
TXN_01683,CUST_1603,PROD_0278,2025-12-02,$932.05,1,Crypto,Completed,south,REP_055
TXN_01684,CUST_0828,PROD_0019,2023-11-05,1205.01,2,Crypto,Pending,South,REP_183
TXN_01685,CUST_0187,PROD_0066,2023.02.23,895.75,2,Crypto,Complted,South,REP_034
TXN_01686,CUST_1060,PROD_0167,03/21/2023,-150.00,4,Crypto,Completed,South,REP_046
TXN_01687,CUST_1585,PROD_0585,2024.03.14,"$1,953.13",0,Crypto,Cancelled,North,REP_171
TXN_01688,CUST_0256,PROD_0403,09/24/2025,832.72,2,Crypto,Completed,West,REP_130
TXN_01689,CUST_1459,PROD_0409,2024-12-11,697.90,1,Crypto,Completed,West,REP_164
TXN_01690,CUST_1643,PROD_0112,2024-09-11,725.62,1,Credit Card,Pending,West,REP_070
TXN_01691,BAD_CUST_254,PROD_0274,10-Dec-2025,301.15,1,Crypto,Completed,North,REP_036
TXN_01692,CUST_0748,PROD_0407,2024-10-23,399.39,2,PayPal,Completed,South,REP_150
TXN_01693,CUST_1202,PROD_0373,2023.07.04,750.47,2,Credit Card,Pending,south,REP_069
TXN_01694,CUST_1266,PROD_0597,12-Aug-2024,$629.12,4,Crypto,Refunded,West,REP_166
TXN_01695,CUST_0041,PROD_0651,2024-02-02,,2,Bank Transfer,Completed,East,REP_105
TXN_01696,CUST_1381,PROD_0039,2023.12.28,"3,251.99",10,PayPal,Completed,South,REP_054
TXN_01697,CUST_0757,PROD_0105,2024.05.20,"$1,774.51",2,Credit Card,Completed,South,REP_150
TXN_01698,CUST_0113,PROD_0324,2024-11-10,"1,070.64",4,PayPal,Completed,South,REP_112
TXN_01699,CUST_1901,PROD_0793,21-Nov-2023,240.94,1,Credit Card,Completed,,REP_107
TXN_01700,CUST_0768,PROD_0414,2023-11-15,"$1,390.47",5,Bank Transfer,Pending,South,REP_159
TXN_01701,CUST_1190,PROD_0429,2025-05-04,"$2,245.75",2,PayPal,Completed,,REP_053
TXN_01702,CUST_1528,PROD_0635,02/12/2024,517.68,1,PayPal,Completed,South,REP_117
TXN_01703,CUST_0854,PROD_0730,07-Aug-2025,749.41,1,Credit Card,Completed,West,REP_106
TXN_01704,BAD_CUST_19,PROD_0061,10/02/2025,6106.75,10,Credit Card,Refunded,East,REP_093
TXN_01705,CUST_0719,PROD_0612,2024.12.18,481.08,1,Bank Transfer,Completed,North,REP_059
TXN_01706,CUST_1847,PROD_0307,10/17/2023,351.41,1,Crypto,Refunded,East,REP_097
TXN_01707,CUST_0878,PROD_0354,2023.10.23,744.96,1,Credit Card,Cancelled,SOUTH,REP_086
TXN_01708,BAD_CUST_197,PROD_0393,20-Dec-2025,1071.05,2,Credit Card,Cancelled,east,REP_177
TXN_01709,CUST_0402,PROD_0204,01/17/2024,"4,233.89",4,Credit Card,Cancelled,South,REP_027
TXN_01710,CUST_0833,PROD_0258,2025.03.26,$90.13,1,Bank Transfer,Pending,West,REP_072
TXN_01711,CUST_0064,PROD_0486,06/26/2023,1082.25,1,Crypto,Pending,South,REP_122
TXN_01712,CUST_0652,PROD_0517,07-Nov-2025,"$8,359.80",10000,Crypto,Complted,north,REP_185
TXN_01713,CUST_0886,PROD_0446,2025.11.06,"1,223.36",3,Bank Transfer,Completed,East,REP_134
TXN_01714,CUST_1449,PROD_0709,2023.11.06,"$3,234.33",5,Crypto,Completed,South,REP_174
TXN_01715,CUST_1066,PROD_0180,2025.11.14,"$1,091.49",1,PayPal,Complted,West,REP_025
TXN_01716,CUST_0373,PROD_0342,2025.10.11,$443.07,1,Bank Transfer,Completed,East,REP_098
TXN_01717,CUST_1980,PROD_0133,2024-09-02,264.97,1,Credit Card,Completed,North,REP_137
TXN_01718,CUST_0306,PROD_0443,12-Oct-2025,2428.15,3,Crypto,Cancelled,South,REP_064
TXN_01719,CUST_0209,PROD_0253,10-Apr-2024,$642.47,1,PayPal,Completed,North,REP_159
TXN_01720,CUST_0467,PROD_0265,03-Nov-2024,686.27,1,Bank Transfer,Completed,,REP_147
TXN_01721,BAD_CUST_290,PROD_0093,2024-07-06,38.76,1,Bank Transfer,Pending,East,REP_113
TXN_01722,CUST_1328,PROD_0662,2024.02.10,999999.99,1,Credit Card,Completed,East,REP_065
TXN_01723,CUST_1991,PROD_0411,2024-10-19,,4,Credit Card,Completed,East,REP_098
TXN_01724,CUST_1609,PROD_0138,07/21/2024,338.27,1,Bank Transfer,Pnding,West,REP_145
TXN_01725,CUST_1416,PROD_0208,2024.06.02,1179.86,2,PayPal,Completed,South,REP_034
TXN_01726,CUST_1177,PROD_0637,2025-01-23,3558.43,10,Credit Card,Completed,South,REP_164
TXN_01727,CUST_0647,PROD_0746,20-Dec-2023,700.93,1,Bank Transfer,Completed,South,REP_141
TXN_01728,CUST_0362,PROD_0573,19-Apr-2024,704.38,2,Bank Transfer,Complted,North,REP_059
TXN_01729,CUST_1288,BAD_PROD_103,12/23/2023,"$3,514.09",10,Credit Card,Pending,West,REP_089
TXN_01730,CUST_1240,PROD_0266,2023.12.03,659.35,10,Crypto,Completed,East,REP_076
TXN_01731,CUST_0721,PROD_0646,2024-09-10,513.72,1,PayPal,Refunded,West,REP_149
TXN_01732,CUST_0716,PROD_0318,2023-05-13,$591.10,1,Crypto,Completed,west,REP_101
TXN_01733,CUST_1646,PROD_0113,12/10/2025,684.65,1,Crypto,Completed,West,REP_110
TXN_01734,CUST_0543,PROD_0378,08/19/2025,1454.66,3,PayPal,Cancelled,East,BAD_REP_78
TXN_01735,CUST_1548,PROD_0454,12/12/2023,"1,220.07",3,PayPal,Cancelled,,REP_006
TXN_01736,CUST_1663,PROD_0191,2024-06-21,"$1,317.16",2,Credit Card,Completed,North,REP_109
TXN_01737,CUST_1849,PROD_0440,2099-12-31,74.51,-5,Credit Card,Completed,West,REP_011
TXN_01738,BAD_CUST_216,PROD_0187,02/27/2025,510.09,1,Credit Card,Completed,SOUTH,REP_080
TXN_01739,CUST_0652,PROD_0367,2023.03.03,688.25,2,PayPal,Completed,north,REP_150
TXN_01740,CUST_1051,PROD_0089,08/24/2025,296.41,1,Crypto,Completed,East,REP_139
TXN_01741,CUST_1070,PROD_0187,2025.02.27,1530.27,3,PayPal,Pending,East,REP_165
TXN_01742,CUST_0647,PROD_0132,07-Dec-2025,"$1,024.68",1,Credit Card,Completed,,REP_026
TXN_01743,CUST_1853,PROD_0635,2024.02.15,517.68,1,Crypto,Complted,south,REP_185
TXN_01744,CUST_0954,PROD_0560,2024-12-17,687.52,1,Credit Card,Complted,WEST,REP_154
TXN_01745,CUST_1082,PROD_0800,11/26/2024,584.05,1,Crypto,Cancelled,West,REP_106
TXN_01746,CUST_1037,PROD_0376,2024-10-14,965.44,1,Credit Card,Completed,South,REP_149
TXN_01747,CUST_0949,BAD_PROD_77,09/13/2023,-150.00,1,PayPal,Completed,West,REP_185
TXN_01748,CUST_1636,PROD_0692,2023.02.06,795.82,1,Bank Transfer,Completed,East,REP_154
TXN_01749,CUST_0961,PROD_0099,07-Jan-2025,999999.99,10000,Bank Transfer,Completed,North,REP_015
TXN_01750,CUST_0049,PROD_0034,2024-07-28,380.96,1,Crypto,Completed,,REP_103
TXN_01751,CUST_0803,PROD_0582,20-Apr-2023,2537.03,3,PayPal,Completed,NORTH,REP_191
TXN_01752,CUST_1118,PROD_0171,2024.09.03,308.52,1,Credit Card,Completed,West,REP_163
TXN_01753,CUST_0607,PROD_0366,2024.12.01,$275.75,2,Crypto,Completed,West,REP_139
TXN_01754,CUST_1681,PROD_0784,2023-03-27,198.02,10000,Crypto,Completed,EAST,REP_106
TXN_01755,CUST_1608,PROD_0059,12/02/2024,$196.32,2,Credit Card,Completed,East,REP_068
TXN_01756,CUST_1475,PROD_0181,2023-12-28,757.21,10,Credit Card,Completed,West,REP_089
TXN_01757,CUST_1403,PROD_0019,08-Apr-2024,602.51,1,Credit Card,Pending,West,REP_178
TXN_01758,CUST_0010,PROD_0226,02/21/2024,1128.96,3,PayPal,Completed,East,REP_029
TXN_01759,CUST_0674,PROD_0473,18-Sep-2024,"$7,013.40",10,Bank Transfer,Completed,East,REP_064
TXN_01760,CUST_0726,PROD_0095,2025-08-24,"$3,974.34",5,Crypto,Completed,SOUTH,REP_169
TXN_01761,CUST_0516,PROD_0297,07-Nov-2025,708.22,1,Crypto,Completed,East,REP_096
TXN_01762,CUST_0224,PROD_0593,2024.10.24,$74.42,1,Bank Transfer,Completed,South,REP_154
TXN_01763,CUST_1405,PROD_0175,2023-04-26,$691.88,1,Crypto,Complted,South,REP_028
TXN_01764,CUST_1565,PROD_0222,2023.04.28,37.27,2,PayPal,Completed,north,REP_084
TXN_01765,CUST_1326,PROD_0615,2025.08.10,"$1,976.05",3,Credit Card,Completed,East,REP_176
TXN_01766,CUST_0203,PROD_0054,04-Nov-2024,781.88,1,Bank Transfer,Refunded,South,REP_194
TXN_01767,CUST_0942,PROD_0695,19-Oct-2024,1139.78,2,PayPal,Completed,North,REP_023
TXN_01768,CUST_0589,PROD_0403,11/27/2025,$832.72,2,Credit Card,Completed,,REP_039
TXN_01769,CUST_0571,PROD_0318,09/23/2023,591.10,1,Bank Transfer,Cancelled,,REP_069
TXN_01770,CUST_0957,PROD_0349,1800-01-01,"3,892.89",5,PayPal,Completed,,REP_021
TXN_01771,CUST_0196,PROD_0443,23-Apr-2024,2428.15,3,Bank Transfer,Completed,North,REP_120
TXN_01772,CUST_1346,PROD_0580,11-Feb-2024,$190.98,1,Bank Transfer,Completed,South,REP_086
TXN_01773,CUST_0418,PROD_0540,08/07/2025,984.91,2,PayPal,Completed,East,REP_177
TXN_01774,CUST_1643,PROD_0786,15-Oct-2024,"1,024.68",1,Crypto,Completed,North,REP_094
TXN_01775,CUST_1366,PROD_0282,2025.11.17,,2,PayPal,Completed,North,REP_092
TXN_01776,CUST_1413,PROD_0360,2024-04-07,2960.4,10,Bank Transfer,Completed,SOUTH,REP_164
TXN_01777,CUST_0009,PROD_0631,2025.10.23,4718.64,5,Bank Transfer,Completed,West,REP_081
TXN_01778,CUST_0532,PROD_0646,12/11/2024,513.72,1,PayPal,Completed,SOUTH,REP_085
TXN_01779,CUST_0149,PROD_0641,2024-02-12,467.07,1,Credit Card,Completed,North,REP_165
TXN_01780,CUST_0383,PROD_0008,08/22/2024,$279.83,1,Credit Card,Pending,SOUTH,REP_127
TXN_01781,CUST_1553,PROD_0563,11/28/2025,1677.12,2,Credit Card,Completed,EAST,REP_088
TXN_01782,CUST_1036,BAD_PROD_60,10/19/2024,$220.91,1,Credit Card,Pending,North,REP_094
TXN_01783,CUST_0476,PROD_0341,06/12/2023,$629.43,2,PayPal,Completed,South,REP_128
TXN_01784,CUST_1618,PROD_0472,02/13/2023,679.66,1,Crypto,Completed,South,REP_042
TXN_01785,CUST_0579,BAD_PROD_21,20-Dec-2024,$240.94,1,Credit Card,Completed,South,REP_190
TXN_01786,CUST_1669,PROD_0687,12/08/2023,687.11,1,Bank Transfer,Cancelled,South,REP_099
TXN_01787,CUST_1980,PROD_0695,2023.08.01,"5,698.92",10,Credit Card,Completed,North,REP_134
TXN_01788,CUST_1077,PROD_0704,2025.07.25,1376.55,3,Crypto,Completed,South,REP_136
TXN_01789,CUST_1460,PROD_0249,2024-01-11,41.34,1,PayPal,Completed,East,REP_069
TXN_01790,CUST_0206,PROD_0235,17-Mar-2024,530.49,1,Crypto,Completed,,BAD_REP_40
TXN_01791,CUST_1968,PROD_0083,11/03/2024,1025.57,2,Crypto,Complted,west,REP_138
TXN_01792,CUST_0986,PROD_0093,03-Jul-2025,$38.76,1,Crypto,Completed,West,REP_031
TXN_01793,CUST_0915,PROD_0394,2023.12.23,515.87,2,Credit Card,Pending,East,REP_030
TXN_01794,CUST_0745,PROD_0268,11-Apr-2024,3059.59,4,Credit Card,Pending,WEST,REP_179
TXN_01795,CUST_0913,PROD_0417,2025.05.14,1021.31,2,Crypto,Cancelled,NORTH,REP_085
TXN_01796,CUST_0054,PROD_0632,06/04/2023,$283.97,2,PayPal,Completed,North,REP_164
TXN_01797,CUST_1002,PROD_0583,2025.12.18,368.59,2,Credit Card,Completed,east,REP_061
TXN_01798,CUST_1604,PROD_0529,01-Oct-2024,11295.61,10,PayPal,Completed,,REP_027
TXN_01799,CUST_1514,PROD_0253,2024.11.07,"6,424.75",10,Credit Card,Cancelled,North,REP_035
TXN_01800,CUST_1827,PROD_0122,09-Feb-2025,325.34,2,PayPal,Completed,East,REP_060
TXN_01801,CUST_0344,PROD_0010,2025.05.15,$534.63,1,Credit Card,Completed,East,REP_032
TXN_01802,CUST_1193,BAD_PROD_43,19-Oct-2025,138.02,1,Crypto,Cancelled,North,REP_090
TXN_01803,CUST_1933,PROD_0316,19-Oct-2023,$651.19,1,Bank Transfer,Completed,,REP_132
TXN_01804,CUST_1185,PROD_0273,16-Jul-2023,1105.99,2,Bank Transfer,Completed,South,REP_091
TXN_01805,CUST_1551,PROD_0306,2025-01-19,147.11,2,PayPal,Completed,South,REP_100
TXN_01806,BAD_CUST_52,PROD_0210,2025.12.25,144.46,1,PayPal,Completed,West,REP_027
TXN_01807,CUST_0527,PROD_0730,09/15/2025,$749.41,1,Crypto,Cancelled,East,REP_047
TXN_01808,BAD_CUST_79,PROD_0753,06/04/2024,964.12,1,Crypto,Completed,North,REP_134
TXN_01809,CUST_1899,PROD_0464,2023-06-18,2824.96,5,PayPal,Completed,WEST,REP_026
TXN_01810,CUST_0412,PROD_0712,2024-03-28,938.34,2,Bank Transfer,Completed,SOUTH,BAD_REP_75
TXN_01811,CUST_1546,PROD_0728,2024-05-07,$801.09,2,Crypto,Completed,East,REP_199
TXN_01812,CUST_0569,PROD_0717,18-Dec-2024,621.50,1,PayPal,Completed,West,REP_119
TXN_01813,CUST_0199,PROD_0416,2023-07-27,$555.66,2,Crypto,Completed,east,REP_044
TXN_01814,CUST_1185,PROD_0216,2024-01-07,$762.94,1,Crypto,Completed,West,REP_142
TXN_01815,CUST_0775,PROD_0080,2023.12.17,"$2,063.93",2,Credit Card,Completed,,REP_141
TXN_01816,BAD_CUST_208,PROD_0779,16-Sep-2023,501.13,1,Crypto,Pending,East,REP_154
TXN_01817,CUST_0474,PROD_0480,2024.11.21,654.43,1,PayPal,Completed,North,REP_043
TXN_01818,CUST_1405,PROD_0547,24-Apr-2025,378.23,1,Crypto,Pending,East,REP_043
TXN_01819,CUST_0765,PROD_0018,25-Nov-2024,$436.04,1,PayPal,Completed,South,REP_066
TXN_01820,CUST_1655,PROD_0165,2023-05-04,10261.87,10000,Credit Card,Completed,North,REP_110
TXN_01821,CUST_0592,PROD_0525,01-Dec-2023,$809.53,1,Credit Card,Refunded,East,REP_111
TXN_01822,CUST_1148,PROD_0202,2023-06-07,615.66,1,Bank Transfer,Completed,South,REP_156
TXN_01823,CUST_1849,PROD_0741,2025-07-01,625.44,2,Credit Card,Completed,south,REP_001
TXN_01824,CUST_1096,PROD_0346,05-Nov-2023,"$1,349.23",5,Credit Card,Completed,West,REP_140
TXN_01825,CUST_0982,PROD_0366,2023-10-09,$137.87,1,PayPal,Completed,North,REP_110
TXN_01826,CUST_0994,PROD_0448,2023-10-03,2046.31,3,Bank Transfer,Completed,North,REP_178
TXN_01827,CUST_0168,PROD_0513,2025-06-15,814.86,5,Credit Card,Completed,West,REP_181
TXN_01828,CUST_0284,PROD_0319,2023.05.25,582.96,1,Crypto,Completed,West,REP_060
TXN_01829,CUST_1518,PROD_0217,2023.10.23,343.62,1,Bank Transfer,Completed,West,REP_183
TXN_01830,CUST_1060,PROD_0034,2025.05.04,380.96,1,Credit Card,Pending,North,BAD_REP_102
TXN_01831,CUST_0824,PROD_0266,12-May-2023,$263.74,4,Bank Transfer,Completed,South,REP_189
TXN_01832,CUST_1199,PROD_0640,21-Sep-2023,755.81,1,Credit Card,Completed,South,REP_026
TXN_01833,CUST_1223,PROD_0724,2025.11.23,670.8,1,PayPal,Completed,East,REP_159
TXN_01834,CUST_1140,PROD_0775,2023.03.05,"1,404.31",2,Bank Transfer,Completed,NORTH,REP_057
TXN_01835,CUST_1960,PROD_0080,2025-08-01,"$2,063.93",2,Bank Transfer,Completed,North,REP_140
TXN_01836,CUST_1339,PROD_0677,09/16/2025,12.24,1,Credit Card,Completed,west,REP_133
TXN_01837,CUST_1963,PROD_0413,2024.11.28,267.89,2,Bank Transfer,Completed,North,REP_135
TXN_01838,CUST_1244,PROD_0252,2024.04.06,$237.43,1,Credit Card,Pending,North,REP_144
TXN_01839,CUST_0891,PROD_0012,2023.11.27,640.05,1,Crypto,Pending,South,REP_052
TXN_01840,CUST_1602,PROD_0401,10/10/2023,532.48,2,Bank Transfer,Completed,North,REP_081
TXN_01841,CUST_1801,PROD_0724,2025.12.22,"$6,708.03",10,Bank Transfer,Pending,South,REP_149
TXN_01842,CUST_0134,PROD_0282,04-Oct-2024,349.36,1,PayPal,Completed,South,REP_027
TXN_01843,CUST_1655,PROD_0112,2025.01.02,"3,628.12",5,PayPal,Completed,north,REP_111
TXN_01844,CUST_0122,PROD_0723,14-Dec-2024,"$1,633.48",2,Bank Transfer,Refunded,South,REP_116
TXN_01845,CUST_0833,PROD_0378,10/02/2024,484.89,10000,PayPal,Completed,West,REP_079
TXN_01846,CUST_1923,PROD_0751,09/13/2023,580.56,3,Bank Transfer,Completed,south,REP_023
TXN_01847,CUST_1022,PROD_0268,03/02/2025,764.9,1,Credit Card,Completed,,REP_127
TXN_01848,CUST_1994,PROD_0298,02-Jan-2023,5553.83,10,Bank Transfer,Cancelled,West,REP_200
TXN_01849,CUST_1445,PROD_0317,2099-12-31,2977.9,5,Bank Transfer,Completed,West,REP_025
TXN_01850,CUST_0895,PROD_0570,2023.02.19,364.94,1,Crypto,Completed,North,REP_139
TXN_01851,CUST_1516,PROD_0509,19-Dec-2024,$793.83,1,PayPal,Completed,East,REP_063
TXN_01852,CUST_1623,PROD_0546,2024.11.16,185.65,1,PayPal,Completed,South,REP_185
TXN_01853,CUST_0289,PROD_0775,1800-01-01,-150.00,1,Crypto,Completed,South,REP_085
TXN_01854,CUST_1673,PROD_0365,06/26/2023,576.86,1,Credit Card,Pending,East,REP_182
TXN_01855,CUST_1077,PROD_0547,2023.01.26,378.23,1,Credit Card,Completed,West,REP_119
TXN_01856,CUST_1229,PROD_0271,08/03/2025,"$1,426.44",2,Credit Card,Completed,East,REP_010
TXN_01857,CUST_1372,PROD_0474,12/15/2023,$79.70,1,Crypto,Pending,North,REP_178
TXN_01858,CUST_1075,PROD_0739,2023.10.07,"$1,965.22",4,Bank Transfer,Completed,East,REP_112
TXN_01859,BAD_CUST_234,PROD_0537,01/24/2024,"$3,660.73",4,Credit Card,Completed,WEST,REP_129
TXN_01860,CUST_1946,PROD_0234,2023-07-16,$205.86,1,Credit Card,Completed,North,REP_070
TXN_01861,CUST_0912,PROD_0059,2023-10-26,,5,Crypto,Pending,NORTH,REP_158
TXN_01862,CUST_0040,PROD_0251,24-May-2024,216.9,1,PayPal,Completed,north,REP_055
TXN_01863,CUST_0250,PROD_0086,2023-08-04,955.48,1,Crypto,Completed,SOUTH,REP_098
TXN_01864,CUST_0218,PROD_0763,02/16/2025,878.04,2,PayPal,Completed,SOUTH,REP_086
TXN_01865,CUST_0179,PROD_0390,05/10/2024,79.23,1,Credit Card,Completed,North,REP_134
TXN_01866,CUST_1575,PROD_0180,2023.10.27,2182.98,2,Credit Card,Completed,East,REP_105
TXN_01867,CUST_0183,PROD_0719,28-Nov-2024,2116.79,5,Bank Transfer,Completed,,REP_024
TXN_01868,CUST_1760,PROD_0149,03/12/2023,$321.60,10,Bank Transfer,Completed,west,REP_085
TXN_01869,CUST_1188,PROD_0583,2025.11.01,$368.59,2,PayPal,Completed,South,REP_103
TXN_01870,CUST_1770,PROD_0121,10/19/2023,876.75,3,Credit Card,Completed,East,REP_133
TXN_01871,CUST_1401,PROD_0765,24-Oct-2023,$68.48,1,Credit Card,Completed,South,REP_135
TXN_01872,CUST_0705,PROD_0605,19-Jan-2025,275.83,1,Crypto,Pending,East,REP_131
TXN_01873,BAD_CUST_80,PROD_0256,2025-11-26,1824.6,3,Credit Card,Refunded,EAST,REP_141
TXN_01874,CUST_0597,PROD_0766,20-Jul-2023,802.69,1,Credit Card,Complted,South,REP_182
TXN_01875,CUST_0461,PROD_0800,10/14/2025,584.05,1,Crypto,Completed,East,REP_191
TXN_01876,CUST_1779,PROD_0309,2024-06-04,$352.17,1,Crypto,Complted,East,REP_076
TXN_01877,CUST_0474,PROD_0059,14-Nov-2023,$196.32,2,Credit Card,Completed,West,REP_134
TXN_01878,CUST_0685,PROD_0069,2024-12-27,700.18,1,Bank Transfer,Completed,North,REP_098
TXN_01879,CUST_1929,PROD_0446,22-Oct-2025,815.57,2,Bank Transfer,Completed,,REP_047
TXN_01880,CUST_1061,PROD_0388,2024-12-12,243.28,1,Credit Card,Pnding,South,REP_055
TXN_01881,CUST_1623,PROD_0086,13-Feb-2024,955.48,1,Bank Transfer,Pending,East,REP_049
TXN_01882,CUST_1665,PROD_0786,2023.10.19,1024.68,1,Crypto,Completed,South,REP_185
TXN_01883,CUST_1730,PROD_0227,09/19/2024,279.66,1,Bank Transfer,Completed,South,BAD_REP_89
TXN_01884,BAD_CUST_226,PROD_0593,2023.03.26,372.11,5,Credit Card,Completed,NORTH,REP_022
TXN_01885,CUST_1579,PROD_0626,2024-05-24,317.8,1,Bank Transfer,Completed,east,REP_035
TXN_01886,CUST_1436,PROD_0184,2025.07.09,-150.00,1,Credit Card,Pending,South,REP_028
TXN_01887,CUST_0356,PROD_0792,2024.09.22,$655.73,2,Bank Transfer,Completed,,REP_170
TXN_01888,CUST_1695,PROD_0322,08/13/2023,452.48,1,Credit Card,Completed,north,REP_140
TXN_01889,CUST_0617,PROD_0318,2023-09-17,591.10,10000,Credit Card,Pending,North,REP_129
TXN_01890,CUST_1989,PROD_0566,01-Nov-2024,1102.8,1,Bank Transfer,Completed,North,REP_100
TXN_01891,CUST_0229,PROD_0399,27-Aug-2023,7274.31,10,Bank Transfer,Completed,South,REP_117
TXN_01892,BAD_CUST_154,PROD_0709,2023.02.19,"1,293.73",2,Crypto,Completed,East,REP_023
TXN_01893,CUST_1288,PROD_0293,2024.12.28,774.59,1,PayPal,Pending,North,REP_101
TXN_01894,CUST_1954,PROD_0293,07/10/2023,774.59,1,Credit Card,Completed,NORTH,REP_028
TXN_01895,CUST_1511,PROD_0485,2024.12.24,394.88,1,Credit Card,Completed,East,REP_113
TXN_01896,CUST_0561,BAD_PROD_187,2025.04.13,1119.7,1,Credit Card,Completed,South,REP_117
TXN_01897,CUST_1376,PROD_0692,2025-03-27,"1,591.64",2,Credit Card,Pending,South,REP_197
